,form_type_description,filing_date,reporting_date,company_url,company_cik
1,PREC14A	Preliminary proxy statements contested solicitations,	2022-04-04		,,https://www.sec.gov/Archives/edgar/data/0000063908/000119312522095108/0001193125-22-095108-index.htm,0000063908
644,UPLOAD	SEC-generated letter,	2007-04-18		,,https://www.sec.gov/Archives/edgar/data/0000063908/000000000007019092/0000000000-07-019092-index.htm,0000063908
645,8-K	Current report,	2007-04-16,	2007-04-13	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390807000031/0000063908-07-000031-index.htm,0000063908
646,CORRESP	Correspondence,	2007-04-12		,,https://www.sec.gov/Archives/edgar/data/0000063908/000006390807000028/0000063908-07-000028-index.htm,0000063908
647,DEF 14A	Other definitive proxy statements,	2007-04-09,	2007-05-24	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312507076997/0001193125-07-076997-index.htm,0000063908
648,8-K	Current report,	2007-03-23,	2007-03-22	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390807000025/0000063908-07-000025-index.htm,0000063908
649,NO ACT	No Action Letter,	2007-03-22,	2007-01-16	,https://www.sec.gov/Archives/edgar/data/0000063908/999999999707017182/9999999997-07-017182-index.htm,0000063908
650,UPLOAD	SEC-generated letter,	2007-03-20		,,https://www.sec.gov/Archives/edgar/data/0000063908/000000000007014179/0000000000-07-014179-index.htm,0000063908
651,424B2	Prospectus [Rule 424(b)(2)],	2007-03-14		,,https://www.sec.gov/Archives/edgar/data/0000063908/000110465907018948/0001104659-07-018948-index.htm,0000063908
652,FWP	Filing under Securities Act Rules 163/433 of free writing prospectuses,	2007-03-13		,,https://www.sec.gov/Archives/edgar/data/0000063908/000110465907018525/0001104659-07-018525-index.htm,0000063908
653,8-K	Current report,	2007-03-09,	2007-03-08	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390807000022/0000063908-07-000022-index.htm,0000063908
654,8-K	Current report,	2007-03-06,	2007-02-28	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390807000019/0000063908-07-000019-index.htm,0000063908
655,8-K	Current report,	2007-03-06,	2007-02-28	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390807000017/0000063908-07-000017-index.htm,0000063908
656,10-K	Annual report [Section 13 and 15(d) not S-K Item 405],	2007-02-26,	2006-12-31	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312507039707/0001193125-07-039707-index.htm,0000063908
657,8-K	Current report,	2007-02-21,	2007-02-14	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390807000012/0000063908-07-000012-index.htm,0000063908
658,SC 13G/A	Statement of acquisition of beneficial ownership by individuals - amendment,	2007-02-13		,,https://www.sec.gov/Archives/edgar/data/0000063908/000119312507029255/0001193125-07-029255-index.htm,0000063908
659,SC 13G	Statement of acquisition of beneficial ownership by individuals,	2007-02-13		,,https://www.sec.gov/Archives/edgar/data/0000063908/000088800207000433/0000888002-07-000433-index.htm,0000063908
660,424B3	Prospectus [Rule 424(b)(3)],	2007-02-12		,,https://www.sec.gov/Archives/edgar/data/0000063908/000119312507026022/0001193125-07-026022-index.htm,0000063908
661,8-K	Current report,	2007-02-08,	2007-02-08	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390807000009/0000063908-07-000009-index.htm,0000063908
662,8-K	Current report,	2007-01-30,	2007-01-24	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390807000006/0000063908-07-000006-index.htm,0000063908
663,8-K	Current report,	2007-01-24,	2007-01-24	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312507011429/0001193125-07-011429-index.htm,0000063908
664,8-K	Current report,	2007-01-18,	2007-01-17	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390807000003/0000063908-07-000003-index.htm,0000063908
665,S-3ASR	Automatic shelf registration statement of securities of well-known seasoned issuers,	2006-12-15		,,https://www.sec.gov/Archives/edgar/data/0000063908/000110465906081933/0001104659-06-081933-index.htm,0000063908
666,S-8	Securities to be offered to employees in employee benefit plans,	2006-12-15		,,https://www.sec.gov/Archives/edgar/data/0000063908/000119312506254486/0001193125-06-254486-index.htm,0000063908
667,8-K	Current report,	2006-12-12,	2006-12-08	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390806000083/0000063908-06-000083-index.htm,0000063908
668,8-K	Current report,	2006-11-14,	2006-11-08	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390806000080/0000063908-06-000080-index.htm,0000063908
669,10-Q	Quarterly report [Sections 13 or 15(d)],	2006-11-03,	2006-09-30	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312506223321/0001193125-06-223321-index.htm,0000063908
670,8-K	Current report,	2006-10-19,	2006-10-19	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312506210635/0001193125-06-210635-index.htm,0000063908
671,425	Prospectuses and communications business combinations,	2006-10-18		,,https://www.sec.gov/Archives/edgar/data/0000063908/000110465906067200/0001104659-06-067200-index.htm,0000063908
672,425	Prospectuses and communications business combinations,	2006-10-12		,,https://www.sec.gov/Archives/edgar/data/0000063908/000110465906066298/0001104659-06-066298-index.htm,0000063908
673,SC TO-I/A	Tender offer statement by Issuer - amendment,	2006-10-12		,,https://www.sec.gov/Archives/edgar/data/0000063908/000104746906012709/0001047469-06-012709-index.htm,0000063908
674,8-K	Current report,	2006-10-12,	2006-10-12	,https://www.sec.gov/Archives/edgar/data/0000063908/000090342306001128/0000903423-06-001128-index.htm,0000063908
675,425	Prospectuses and communications business combinations,	2006-10-12		,,https://www.sec.gov/Archives/edgar/data/0000063908/000090342306001129/0000903423-06-001129-index.htm,0000063908
676,8-K	Current report,	2006-10-06,	2006-10-06	,https://www.sec.gov/Archives/edgar/data/0000063908/000090342306001115/0000903423-06-001115-index.htm,0000063908
677,SC TO-I/A	Tender offer statement by Issuer - amendment,	2006-10-06		,,https://www.sec.gov/Archives/edgar/data/0000063908/000104746906012534/0001047469-06-012534-index.htm,0000063908
678,425	Prospectuses and communications business combinations,	2006-10-06		,,https://www.sec.gov/Archives/edgar/data/0000063908/000090342306001116/0000903423-06-001116-index.htm,0000063908
679,425	Prospectuses and communications business combinations,	2006-10-06		,,https://www.sec.gov/Archives/edgar/data/0000063908/000110465906065377/0001104659-06-065377-index.htm,0000063908
680,425	Prospectuses and communications business combinations,	2006-10-05		,,https://www.sec.gov/Archives/edgar/data/0000063908/000110465906065269/0001104659-06-065269-index.htm,0000063908
681,SC TO-I/A	Tender offer statement by Issuer - amendment,	2006-10-05		,,https://www.sec.gov/Archives/edgar/data/0000063908/000104746906012490/0001047469-06-012490-index.htm,0000063908
682,8-K	Current report,	2006-10-05,	2006-10-05	,https://www.sec.gov/Archives/edgar/data/0000063908/000090342306001112/0000903423-06-001112-index.htm,0000063908
683,425	Prospectuses and communications business combinations,	2006-10-05		,,https://www.sec.gov/Archives/edgar/data/0000063908/000090342306001113/0000903423-06-001113-index.htm,0000063908
684,425	Prospectuses and communications business combinations,	2006-10-04		,,https://www.sec.gov/Archives/edgar/data/0000063908/000110465906064910/0001104659-06-064910-index.htm,0000063908
685,8-K	Current report,	2006-10-04,	2006-10-04	,https://www.sec.gov/Archives/edgar/data/0000063908/000090342306001109/0000903423-06-001109-index.htm,0000063908
686,425	Prospectuses and communications business combinations,	2006-10-04		,,https://www.sec.gov/Archives/edgar/data/0000063908/000090342306001110/0000903423-06-001110-index.htm,0000063908
687,425	Prospectuses and communications business combinations,	2006-10-03		,,https://www.sec.gov/Archives/edgar/data/0000063908/000110465906064636/0001104659-06-064636-index.htm,0000063908
688,SC TO-I/A	Tender offer statement by Issuer - amendment,	2006-10-03		,,https://www.sec.gov/Archives/edgar/data/0000063908/000104746906012367/0001047469-06-012367-index.htm,0000063908
689,8-K	Current report,	2006-10-03,	2006-09-27	,https://www.sec.gov/Archives/edgar/data/0000063908/000110465906064616/0001104659-06-064616-index.htm,0000063908
690,425	Prospectuses and communications business combinations,	2006-10-02		,,https://www.sec.gov/Archives/edgar/data/0000063908/000110465906064393/0001104659-06-064393-index.htm,0000063908
691,425	Prospectuses and communications business combinations,	2006-09-29		,,https://www.sec.gov/Archives/edgar/data/0000063908/000110465906064140/0001104659-06-064140-index.htm,0000063908
692,425	Prospectuses and communications business combinations,	2006-09-28		,,https://www.sec.gov/Archives/edgar/data/0000063908/000110465906063826/0001104659-06-063826-index.htm,0000063908
693,425	Prospectuses and communications business combinations,	2006-09-27		,,https://www.sec.gov/Archives/edgar/data/0000063908/000110465906063478/0001104659-06-063478-index.htm,0000063908
694,425	Prospectuses and communications business combinations,	2006-09-26		,,https://www.sec.gov/Archives/edgar/data/0000063908/000110465906063185/0001104659-06-063185-index.htm,0000063908
695,425	Prospectuses and communications business combinations,	2006-09-25		,,https://www.sec.gov/Archives/edgar/data/0000063908/000110465906062864/0001104659-06-062864-index.htm,0000063908
696,425	Prospectuses and communications business combinations,	2006-09-22		,,https://www.sec.gov/Archives/edgar/data/0000063908/000110465906062628/0001104659-06-062628-index.htm,0000063908
697,425	Prospectuses and communications business combinations,	2006-09-21		,,https://www.sec.gov/Archives/edgar/data/0000063908/000110465906062399/0001104659-06-062399-index.htm,0000063908
698,425	Prospectuses and communications business combinations,	2006-09-20		,,https://www.sec.gov/Archives/edgar/data/0000063908/000110465906062114/0001104659-06-062114-index.htm,0000063908
699,425	Prospectuses and communications business combinations,	2006-09-19		,,https://www.sec.gov/Archives/edgar/data/0000063908/000110465906061886/0001104659-06-061886-index.htm,0000063908
700,425	Prospectuses and communications business combinations,	2006-09-18		,,https://www.sec.gov/Archives/edgar/data/0000063908/000110465906061655/0001104659-06-061655-index.htm,0000063908
701,425	Prospectuses and communications business combinations,	2006-09-15		,,https://www.sec.gov/Archives/edgar/data/0000063908/000110465906061455/0001104659-06-061455-index.htm,0000063908
702,425	Prospectuses and communications business combinations,	2006-09-14		,,https://www.sec.gov/Archives/edgar/data/0000063908/000110465906061197/0001104659-06-061197-index.htm,0000063908
703,425	Prospectuses and communications business combinations,	2006-09-13		,,https://www.sec.gov/Archives/edgar/data/0000063908/000110465906060912/0001104659-06-060912-index.htm,0000063908
704,425	Prospectuses and communications business combinations,	2006-09-13		,,https://www.sec.gov/Archives/edgar/data/0000063908/000110465906060821/0001104659-06-060821-index.htm,0000063908
705,8-K	Current report,	2006-09-13,	2006-09-12	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390806000073/0000063908-06-000073-index.htm,0000063908
706,425	Prospectuses and communications business combinations,	2006-09-13		,,https://www.sec.gov/Archives/edgar/data/0000063908/000006390806000074/0000063908-06-000074-index.htm,0000063908
707,425	Prospectuses and communications business combinations,	2006-09-12		,,https://www.sec.gov/Archives/edgar/data/0000063908/000110465906060658/0001104659-06-060658-index.htm,0000063908
708,425	Prospectuses and communications business combinations,	2006-09-11		,,https://www.sec.gov/Archives/edgar/data/0000063908/000110465906060446/0001104659-06-060446-index.htm,0000063908
709,425	Prospectuses and communications business combinations,	2006-09-11		,,https://www.sec.gov/Archives/edgar/data/0000063908/000006390806000064/0000063908-06-000064-index.htm,0000063908
710,425	Prospectuses and communications business combinations,	2006-09-08		,,https://www.sec.gov/Archives/edgar/data/0000063908/000110465906060234/0001104659-06-060234-index.htm,0000063908
711,8-K	Current report,	2006-09-08,	2006-09-08	,https://www.sec.gov/Archives/edgar/data/0000063908/000110465906060101/0001104659-06-060101-index.htm,0000063908
712,425	Prospectuses and communications business combinations,	2006-09-08		,,https://www.sec.gov/Archives/edgar/data/0000063908/000110465906060102/0001104659-06-060102-index.htm,0000063908
713,SC TO-I	Tender offer statement by Issuer,	2006-09-08		,,https://www.sec.gov/Archives/edgar/data/0000063908/000104746906011657/0001047469-06-011657-index.htm,0000063908
714,8-K	Current report,	2006-09-01,	2006-09-01	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390806000059/0000063908-06-000059-index.htm,0000063908
715,425	Prospectuses and communications business combinations,	2006-09-01		,,https://www.sec.gov/Archives/edgar/data/0000063908/000006390806000060/0000063908-06-000060-index.htm,0000063908
716,8-K	Current report,	2006-08-24,	2006-08-22	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312506178791/0001193125-06-178791-index.htm,0000063908
717,425	Prospectuses and communications business combinations,	2006-08-24		,,https://www.sec.gov/Archives/edgar/data/0000063908/000119312506178792/0001193125-06-178792-index.htm,0000063908
718,8-K	Current report,	2006-08-08,	2006-08-08	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390806000053/0000063908-06-000053-index.htm,0000063908
719,425	Prospectuses and communications business combinations,	2006-08-08		,,https://www.sec.gov/Archives/edgar/data/0000063908/000006390806000054/0000063908-06-000054-index.htm,0000063908
720,10-Q	Quarterly report [Sections 13 or 15(d)],	2006-08-04,	2006-06-30	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312506162127/0001193125-06-162127-index.htm,0000063908
721,425	Prospectuses and communications business combinations,	2006-08-01		,,https://www.sec.gov/Archives/edgar/data/0000063908/000110465906050358/0001104659-06-050358-index.htm,0000063908
722,425	Prospectuses and communications business combinations,	2006-07-31		,,https://www.sec.gov/Archives/edgar/data/0000063908/000110465906049929/0001104659-06-049929-index.htm,0000063908
723,425	Prospectuses and communications business combinations,	2006-07-25		,,https://www.sec.gov/Archives/edgar/data/0000063908/000006390806000048/0000063908-06-000048-index.htm,0000063908
724,8-K	Current report,	2006-07-25,	2006-07-25	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312506152262/0001193125-06-152262-index.htm,0000063908
725,425	Prospectuses and communications business combinations,	2006-07-25		,,https://www.sec.gov/Archives/edgar/data/0000063908/000119312506152263/0001193125-06-152263-index.htm,0000063908
726,425	Prospectuses and communications business combinations,	2006-07-25		,,https://www.sec.gov/Archives/edgar/data/0000063908/000006390806000046/0000063908-06-000046-index.htm,0000063908
727,8-K	Current report,	2006-07-20,	2006-07-17	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390806000043/0000063908-06-000043-index.htm,0000063908
728,425	Prospectuses and communications business combinations,	2006-07-06		,,https://www.sec.gov/Archives/edgar/data/0000063908/000110465906045688/0001104659-06-045688-index.htm,0000063908
729,11-K	Annual report of employee stock purchase savings and similar plans,	2006-06-28,	2005-12-31	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312506138013/0001193125-06-138013-index.htm,0000063908
730,11-K	Annual report of employee stock purchase savings and similar plans,	2006-06-28,	2005-12-31	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312506138010/0001193125-06-138010-index.htm,0000063908
731,UPLOAD	SEC-generated letter,	2006-06-21		,,https://www.sec.gov/Archives/edgar/data/0000063908/000000000006029110/0000000000-06-029110-index.htm,0000063908
732,CORRESP	Correspondence,	2006-06-21		,,https://www.sec.gov/Archives/edgar/data/0000063908/000006390806000040/0000063908-06-000040-index.htm,0000063908
733,8-K	Current report,	2006-06-08,	2006-06-08	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390806000037/0000063908-06-000037-index.htm,0000063908
734,8-K	Current report,	2006-05-31,	2006-05-24	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390806000034/0000063908-06-000034-index.htm,0000063908
735,DEFA14A	Additional definitive proxy soliciting materials and Rule 14(a)(12) material,	2006-05-16		,,https://www.sec.gov/Archives/edgar/data/0000063908/000006390806000030/0000063908-06-000030-index.htm,0000063908
736,DEFA14A	Additional definitive proxy soliciting materials and Rule 14(a)(12) material,	2006-05-16		,,https://www.sec.gov/Archives/edgar/data/0000063908/000006390806000028/0000063908-06-000028-index.htm,0000063908
737,8-K	Current report,	2006-05-10,	2006-05-09	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390806000025/0000063908-06-000025-index.htm,0000063908
738,10-Q	Quarterly report [Sections 13 or 15(d)],	2006-05-09,	2006-03-31	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312506105121/0001193125-06-105121-index.htm,0000063908
739,8-K	Current report,	2006-04-27,	2006-04-26	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390806000021/0000063908-06-000021-index.htm,0000063908
740,8-K	Current report,	2006-04-21,	2006-04-21	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312506085103/0001193125-06-085103-index.htm,0000063908
741,8-K	Current report,	2006-04-13,	2006-04-13	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390806000018/0000063908-06-000018-index.htm,0000063908
742,DEFA14A	Additional definitive proxy soliciting materials and Rule 14(a)(12) material,	2006-04-13		,,https://www.sec.gov/Archives/edgar/data/0000063908/000119312506079345/0001193125-06-079345-index.htm,0000063908
743,DEFA14A	Additional definitive proxy soliciting materials and Rule 14(a)(12) material,	2006-04-11		,,https://www.sec.gov/Archives/edgar/data/0000063908/000119312506077631/0001193125-06-077631-index.htm,0000063908
744,DEF 14A	Other definitive proxy statements,	2006-04-07,	2006-05-25	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312506075645/0001193125-06-075645-index.htm,0000063908
745,8-K	Current report,	2006-03-28,	2006-03-22	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390806000015/0000063908-06-000015-index.htm,0000063908
746,NO ACT	No Action Letter,	2006-03-14,	2006-01-13	,https://www.sec.gov/Archives/edgar/data/0000063908/999999999706012330/9999999997-06-012330-index.htm,0000063908
747,8-K	Current report,	2006-03-09,	2006-03-08	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390806000011/0000063908-06-000011-index.htm,0000063908
748,NO ACT	No Action Letter,	2006-02-28,	2006-02-24	,https://www.sec.gov/Archives/edgar/data/0000063908/999999999706008851/9999999997-06-008851-index.htm,0000063908
749,10-K	Annual report [Section 13 and 15(d) not S-K Item 405],	2006-02-27,	2005-12-31	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312506039862/0001193125-06-039862-index.htm,0000063908
750,NO ACT	No Action Letter,	2006-02-13,	2006-01-13	,https://www.sec.gov/Archives/edgar/data/0000063908/999999999706006901/9999999997-06-006901-index.htm,0000063908
751,8-K	Current report,	2006-02-09,	2006-02-08	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390806000008/0000063908-06-000008-index.htm,0000063908
752,SC 13G	Statement of acquisition of beneficial ownership by individuals,	2006-02-03		,,https://www.sec.gov/Archives/edgar/data/0000063908/000119312506019581/0001193125-06-019581-index.htm,0000063908
753,8-K	Current report,	2006-01-30,	2006-01-26	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312506015239/0001193125-06-015239-index.htm,0000063908
754,8-K	Current report,	2006-01-24,	2006-01-24	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312506010433/0001193125-06-010433-index.htm,0000063908
755,8-K	Current report,	2006-01-18,	2006-01-17	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390806000004/0000063908-06-000004-index.htm,0000063908
756,8-K	Current report,	2005-12-12,	2005-12-08	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390805000072/0000063908-05-000072-index.htm,0000063908
757,25	Notification of the removal from listing and registration of matured redeemed or retired securities,	2005-11-18		,,https://www.sec.gov/Archives/edgar/data/0000063908/999999999705047163/9999999997-05-047163-index.htm,0000063908
758,8-K	Current report,	2005-11-09,	2005-11-08	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312505220956/0001193125-05-220956-index.htm,0000063908
759,10-Q	Quarterly report [Sections 13 or 15(d)],	2005-11-04,	2005-09-30	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312505216482/0001193125-05-216482-index.htm,0000063908
760,8-K	Current report,	2005-10-20,	2005-10-20	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312505204586/0001193125-05-204586-index.htm,0000063908
761,8-K	Current report,	2005-10-17,	2005-10-12	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390805000068/0000063908-05-000068-index.htm,0000063908
762,8-K	Current report,	2005-09-23,	2005-09-21	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390805000064/0000063908-05-000064-index.htm,0000063908
763,8-K	Current report,	2005-09-14,	2005-09-12	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390805000060/0000063908-05-000060-index.htm,0000063908
764,8-K	Current report,	2005-09-14,	2005-09-09	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390805000058/0000063908-05-000058-index.htm,0000063908
765,8-K	Current report,	2005-08-08,	2005-08-08	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390805000049/0000063908-05-000049-index.htm,0000063908
766,10-Q	Quarterly report [Sections 13 or 15(d)],	2005-08-05,	2005-06-30	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312505158749/0001193125-05-158749-index.htm,0000063908
767,8-K	Current report,	2005-07-21,	2005-07-21	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312505145941/0001193125-05-145941-index.htm,0000063908
768,8-K	Current report,	2005-07-19,	2005-07-15	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390805000046/0000063908-05-000046-index.htm,0000063908
769,11-K	Annual report of employee stock purchase savings and similar plans,	2005-06-29,	2004-12-31	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312505134775/0001193125-05-134775-index.htm,0000063908
770,424B3	Prospectus [Rule 424(b)(3)],	2005-06-22		,,https://www.sec.gov/Archives/edgar/data/0000063908/000119312505128741/0001193125-05-128741-index.htm,0000063908
771,8-K	Current report,	2005-06-14,	2005-06-08	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390805000042/0000063908-05-000042-index.htm,0000063908
772,8-K	Current report,	2005-05-16,	2005-05-10	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390805000037/0000063908-05-000037-index.htm,0000063908
773,8-K	Current report,	2005-05-09,	2005-05-09	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390805000034/0000063908-05-000034-index.htm,0000063908
774,10-Q	Quarterly report [Sections 13 or 15(d)],	2005-05-06,	2005-03-31	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312505098963/0001193125-05-098963-index.htm,0000063908
775,8-K	Current report,	2005-04-21,	2005-04-21	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312505081114/0001193125-05-081114-index.htm,0000063908
776,8-K	Current report,	2005-04-13,	2005-04-13	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390805000031/0000063908-05-000031-index.htm,0000063908
777,DEF 14A	Other definitive proxy statements,	2005-04-06,	2005-05-11	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312505070888/0001193125-05-070888-index.htm,0000063908
778,8-K	Current report,	2005-03-25,	2005-03-23	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390805000027/0000063908-05-000027-index.htm,0000063908
779,8-K	Current report,	2005-03-08,	2005-03-08	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390805000024/0000063908-05-000024-index.htm,0000063908
780,10-K	Annual report [Section 13 and 15(d) not S-K Item 405],	2005-03-04,	2004-12-31	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312505042609/0001193125-05-042609-index.htm,0000063908
781,8-K	Current report,	2005-02-23,	2005-02-16	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390805000020/0000063908-05-000020-index.htm,0000063908
782,SC 13G/A	Statement of acquisition of beneficial ownership by individuals - amendment,	2005-02-14		,,https://www.sec.gov/Archives/edgar/data/0000063908/000031506605001347/0000315066-05-001347-index.htm,0000063908
783,8-K	Current report,	2005-02-11,	2005-02-11	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390805000016/0000063908-05-000016-index.htm,0000063908
784,8-K	Current report,	2005-02-09,	2005-02-08	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390805000012/0000063908-05-000012-index.htm,0000063908
785,8-K	Current report,	2005-01-28,	2005-01-28	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312505013721/0001193125-05-013721-index.htm,0000063908
786,8-K	Current report,	2005-01-21,	2005-01-17	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390805000006/0000063908-05-000006-index.htm,0000063908
787,8-K	Current report,	2004-12-13,	2004-12-09	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390804000052/0000063908-04-000052-index.htm,0000063908
788,S-8	Securities to be offered to employees in employee benefit plans,	2004-12-09		,,https://www.sec.gov/Archives/edgar/data/0000063908/000119312504209622/0001193125-04-209622-index.htm,0000063908
789,8-K	Current report,	2004-12-03,	2004-11-29	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312504207401/0001193125-04-207401-index.htm,0000063908
790,8-K	Current report,	2004-11-24,	2004-11-22	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390804000050/0000063908-04-000050-index.htm,0000063908
791,S-3	Registration statement under Securities Act of 1933,	2004-11-12		,,https://www.sec.gov/Archives/edgar/data/0000063908/000119312504195570/0001193125-04-195570-index.htm,0000063908
792,8-K	Current report,	2004-11-08,	2004-11-08	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390804000045/0000063908-04-000045-index.htm,0000063908
793,10-Q	Quarterly report [Sections 13 or 15(d)],	2004-11-05,	2004-09-30	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312504187329/0001193125-04-187329-index.htm,0000063908
794,8-K	Current report,	2004-10-19,	2004-10-19	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312504173425/0001193125-04-173425-index.htm,0000063908
795,8-K	Current report,	2004-10-13,	2004-10-13	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390804000042/0000063908-04-000042-index.htm,0000063908
796,8-K	Current report,	2004-09-15,	2004-09-14	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390804000039/0000063908-04-000039-index.htm,0000063908
797,8-K	Current report,	2004-09-10,	2004-09-08	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390804000037/0000063908-04-000037-index.htm,0000063908
798,8-K	Current report,	2004-08-10,	2004-08-09	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312504136861/0001193125-04-136861-index.htm,0000063908
799,10-Q	Quarterly report [Sections 13 or 15(d)],	2004-08-06,	2004-06-30	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312504133629/0001193125-04-133629-index.htm,0000063908
800,8-K	Current report,	2004-07-22,	2004-07-22	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312504122342/0001193125-04-122342-index.htm,0000063908
801,424B2	Prospectus [Rule 424(b)(2)],	2004-07-19		,,https://www.sec.gov/Archives/edgar/data/0000063908/000104746904023550/0001047469-04-023550-index.htm,0000063908
802,8-K	Current report,	2004-07-14,	2004-07-14	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390804000031/0000063908-04-000031-index.htm,0000063908
803,11-K	Annual report of employee stock purchase savings and similar plans,	2004-06-25,	2003-12-31	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312504108608/0001193125-04-108608-index.htm,0000063908
804,8-K	Current report,	2004-06-07,	2004-06-07	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390804000028/0000063908-04-000028-index.htm,0000063908
805,8-K	Current report,	2004-05-24,	2004-05-19	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390804000025/0000063908-04-000025-index.htm,0000063908
806,S-8	Securities to be offered to employees in employee benefit plans,	2004-05-21		,,https://www.sec.gov/Archives/edgar/data/0000063908/000119312504093057/0001193125-04-093057-index.htm,0000063908
807,DEFA14A	Additional definitive proxy soliciting materials and Rule 14(a)(12) material,	2004-05-17		,,https://www.sec.gov/Archives/edgar/data/0000063908/000119312504090120/0001193125-04-090120-index.htm,0000063908
808,8-K	Current report,	2004-05-11,	2004-05-10	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312504084734/0001193125-04-084734-index.htm,0000063908
809,424B2	Prospectus [Rule 424(b)(2)],	2004-05-10		,,https://www.sec.gov/Archives/edgar/data/0000063908/000104746904016608/0001047469-04-016608-index.htm,0000063908
810,10-Q	Quarterly report [Sections 13 or 15(d)],	2004-05-06,	2004-03-31	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312504080237/0001193125-04-080237-index.htm,0000063908
